,id,name,average_rating,guests,room_type,house_type,beds,baths,is_new_listing,title,lat,lng,rate,amount,picture,reviews_count
14,29860980,The Cottage at Providence Ranch,5.0,2 guests,Studio,entire_home,1 bed,1 bath,False,Guesthouse in Grangeville,45.98326,-116.20979,$112,112,https://a0.muscache.com/im/pictures/91a5cfe3-b978-4e4a-9651-33aee9cc64ec.jpg?im_w=720,29
15,33528322,A Little Piece Of Heaven,5.0,4 guests,1 bedroom,entire_home,2 beds,1 bath,False,Cabin in Riggins,45.40036,-116.33118,$98,98,https://a0.muscache.com/im/pictures/miso/Hosting-33528322/original/795cc1c2-f1c2-46b9-84bd-800711f93803.jpeg?im_w=720,137
16,31293394,Lookout Cabin above the Clearwater River,4.98,8 guests,3 bedrooms,entire_home,6 beds,2 baths,False,Cabin in Idaho County,46.26266,-116.00986,$299,299,https://a0.muscache.com/im/pictures/cf8a6e59-07b8-4488-9b93-9dddc0bb8842.jpg?im_w=720,45
17,600831578684470597,Adorable 2 Bed Guest House with Free Parking!,5.0,6 guests,2 bedrooms,entire_home,3 beds,1 bath,False,Guesthouse in Orofino,46.48237,-116.24916,$183,183,https://a0.muscache.com/im/pictures/miso/Hosting-600831578684470597/original/b4d4af3f-7fab-439b-b48c-820ff7190c55.jpeg?im_w=720,4
18,51326934,Cute 1 Bedroom Apartment,5.0,4 guests,1 bedroom,entire_home,2 beds,1 bath,False,Apartment in Cottonwood,46.04841,-116.34874,$95,95,https://a0.muscache.com/im/pictures/miso/Hosting-51326934/original/229c5834-cc54-4175-9d26-c4196a101357.jpeg?im_w=720,8
19,13433707,Vintage 1956 Restored Yellow Aloha Camper,4.92,1 guest,1 bedroom,private_room,1 bed,0 shared baths,False,Private room in Lucile,45.53817,-116.30817,$70,70,https://a0.muscache.com/im/pictures/d34fd11c-8fcc-4705-98b2-87db12eb91f7.jpg?im_w=720,12
0,26542171,"Stylish, Shared Apartment for the Perfect Get Away",4.8,2 guests,1 bedroom,private_room,1 bed,1 shared bath,False,Private room in Chicago,41.84672,-87.722,$45,45,https://a0.muscache.com/im/pictures/miso/Hosting-26542171/original/97bb0f47-dcb5-4514-86f4-be61d9bf9dbd.jpeg?im_w=720,91
1,27467936,1 Bedroom Apartment by McCormick Place & Chinatown,4.51,2 guests,1 bedroom,entire_home,1 bed,1 bath,False,Apartment in Chicago,41.84349,-87.63851,$81,81,https://a0.muscache.com/im/pictures/9f7a7f8c-3a20-4b51-b285-b6819e0a9c78.jpg?im_w=720,185
2,49322688,Cozy Private Room,5.0,1 guest,1 bedroom,private_room,1 bed,,False,Private room in Skokie,42.05338,-87.75947,$33,33,https://a0.muscache.com/im/pictures/7b2b1b60-77a5-44a6-a56f-984069edfc88.jpg?im_w=720,10
3,24747364,Little Farm in the City,4.77,1 guest,1 bedroom,private_room,1 bed,1.5 shared baths,False,Private room in Chicago,41.88941,-87.77036,$40,40,https://a0.muscache.com/im/pictures/e540c0da-331d-40c5-8d03-68993e9addbc.jpg?im_w=720,52
4,618017285898541662,Cheerful Bedroom with free street parking,,2 guests,1 bedroom,private_room,1 bed,1 shared bath,True,Private room in Chicago,41.833669147147944,-87.64378547436256,$51,51,https://a0.muscache.com/im/pictures/e643ea2c-1a90-4800-b751-c928e3bb49f9.jpg?im_w=720,0
5,53423379,Master Bedroom in Spacious and Comfy Chicago Condo,4.75,2 guests,1 bedroom,private_room,1 bed,1 private bath,False,Private room in Chicago,41.77499,-87.59395,$38,38,https://a0.muscache.com/im/pictures/2031fc70-2006-4bc8-a48f-26987ecbedae.jpg?im_w=720,4
6,617582773229520353,Cheerful bedroom in Bridgeport Chicago,,2 guests,1 bedroom,private_room,1 bed,2 shared baths,True,Private room in Chicago,41.83362576154492,-87.64520805458248,$51,51,https://a0.muscache.com/im/pictures/miso/Hosting-617212717650714404/original/d119fbbc-0dbb-47ca-833c-b5f4706a4747.jpeg?im_w=720,1
7,52536211,Room 10 Comfy room of 3B1B,4.6,2 guests,1 bedroom,private_room,1 bed,1 shared bath,False,Private room in Chicago,41.82353,-87.69661,$46,46,https://a0.muscache.com/im/pictures/50427557-70ed-4280-a20e-dd9b6eb4a3b9.jpg?im_w=720,5
8,22068065,Cozy & Convenient Location w/ Necessities,4.85,2 guests,1 bedroom,entire_home,1 bed,1 bath,False,Apartment in Peoria,40.70341,-89.59718,$49,49,https://a0.muscache.com/im/pictures/ad575796-204e-48c2-bd3b-e63b74922ebd.jpg?im_w=720,320
9,51493971,Private Room A5 by Chinatown,4.71,1 guest,1 bedroom,private_room,1 bed,2 shared baths,False,Private room in Chicago,41.84355,-87.63899,$46,46,https://a0.muscache.com/im/pictures/miso/Hosting-51493971/original/44dcd1b0-baf9-4f45-95af-096bc01583c9.jpeg?im_w=720,24
10,562834541782802119,B2Hotel quality private room near downtown RedLine,5.0,2 guests,1 bedroom,private_room,1 bed,1 shared bath,False,Private room in Chicago,41.84594,-87.63338,$63,63,https://a0.muscache.com/im/pictures/86aeddc4-e82f-4657-8299-293b1288117b.jpg?im_w=720,7
11,38675544,Tidy Designer Apartment in Heart of Lincoln Square,4.81,2 guests,1 bedroom,entire_home,1 bed,1 bath,False,Apartment in Chicago,41.96438,-87.68678,$123,123,https://a0.muscache.com/im/pictures/e89c001b-7746-49c6-b051-5214e9902355.jpg?im_w=720,114
12,597384964997274959,Rustic Private BR - 5 min to Chinatown & Downtown,4.86,1 guest,1 bedroom,private_room,1 bed,1 shared bath,False,Private room in Chicago,41.846577,-87.646149,$59,59,https://a0.muscache.com/im/pictures/miso/Hosting-597384964997274959/original/2a02213e-509d-45e1-8559-7a4c49ac08d9.jpeg?im_w=720,7
13,580550047834328740,Quiet room #4,4.75,1 guest,1 bedroom,private_room,1 bed,1 shared bath,False,Private room in Chicago,41.78282,-87.60893,$54,54,https://a0.muscache.com/im/pictures/26834a9c-9549-43e9-acfa-1acf6d9567d0.jpg?im_w=720,4
14,5205377,Private room+bath in Wicker Park,4.91,2 guests,1 bedroom,private_room,1 bed,1 private bath,False,Private room in Chicago,41.90434,-87.67967,$76,76,https://a0.muscache.com/im/pictures/84213256/5b859d01_original.jpg?im_w=720,217
15,20457252,The Secret Stache,4.54,2 guests,Studio,entire_home,1 bed,1 bath,False,Apartment in Chicago,41.92222,-87.69832,$107,107,https://a0.muscache.com/im/pictures/f6fa473d-2212-496a-b37d-a722201ff2c4.jpg?im_w=720,248
16,52848884,City View near Downtown Chicago Sox Chinatown,4.94,1 guest,1 bedroom,private_room,1 bed,1 shared bath,False,Private room in Chicago,41.83988,-87.63069,$60,60,https://a0.muscache.com/im/pictures/8857a343-060d-4d62-8247-58d694ff1c1b.jpg?im_w=720,18
17,39897784,⭐ PRIVATE FLOOR ❤️ Safety Place ❤️ Free Parking⭐,4.69,3 guests,1 bedroom,entire_home,2 beds,1 bath,False,Guest suite in Chicago,41.97389,-87.77641,$63,63,https://a0.muscache.com/im/pictures/2840c438-b373-42cd-9a4f-f333298da652.jpg?im_w=720,144
18,15521681,A place for scholars & solo adventurers w/parking,4.99,1 guest,1 bedroom,private_room,1 bed,1.5 shared baths,False,Private room in Evanston,42.0268,-87.68848,$43,43,https://a0.muscache.com/im/pictures/06216d27-4726-4585-84fd-d8dc5610a589.jpg?im_w=720,148
19,36791649,Asami Room at Victor Place,5.0,1 guest,1 bedroom,private_room,1 bed,1 shared bath,False,Private room in Champaign,40.11179,-88.27428,$33,33,https://a0.muscache.com/im/pictures/776f777c-a6a6-4da2-8dce-e17bb2ef6cc6.jpg?im_w=720,8
0,28075712,"Charming Country Cottage⭐ quiet, peaceful, nature",4.97,2 guests,Studio,entire_home,1 bed,1 bath,False,Cottage in Goshen,41.55278,-85.89732,$172,172,https://a0.muscache.com/im/pictures/miso/Hosting-28075712/original/03f61742-36f4-4ec7-a068-fc549617e9e1.jpeg?im_w=720,287
1,40705887,Log Cabin + Guest House on a Pond with Hot Tub,5.0,6 guests,3 bedrooms,entire_home,3 beds,2 baths,False,Cabin in Terre Haute,39.3453,-87.34476,$297,297,https://a0.muscache.com/im/pictures/miso/Hosting-40705887/original/992dabdc-9456-487d-be7a-d3209f1410ae.jpeg?im_w=720,131
2,48971600,Cabin on the Ridge: The Sequel,4.97,2 guests,1 bedroom,entire_home,1 bed,1 bath,False,Cabin in Madison,38.84732,-85.22262,$218,218,https://a0.muscache.com/im/pictures/ccb251a8-663d-4472-9127-c51c471a55fc.jpg?im_w=720,161
3,39270957,Sugar Babe Beach Retreat with Hot Tub!,4.94,6 guests,2 bedrooms,entire_home,3 beds,1 bath,False,Home in Michigan City,41.72676,-86.88726,$194,194,https://a0.muscache.com/im/pictures/b7f8e47c-36d7-4fd7-909b-357f5390a942.jpg?im_w=720,233
4,30586256,"⭐A Hidden Gem⭐ King Bed, Hot Tub, Couples Getaway!",4.98,4 guests,1 bedroom,entire_home,2 beds,1 bath,False,Guesthouse in Huntington,40.88375,-85.50316,$113,113,https://a0.muscache.com/im/pictures/cfb80c0d-4496-4b3d-b14c-e12d321ce08d.jpg?im_w=720,267
5,34755380,Casa Record! Close to shopping and Purdue!,4.87,2 guests,1 bedroom,private_room,1 bed,1 private bath,False,Private room in Lafayette,40.40851,-86.80475,$24,24,https://a0.muscache.com/im/pictures/74da1d93-2e75-4a18-a80e-96c2792cc4fb.jpg?im_w=720,84
6,48951533,Tiny House on the river,4.91,4 guests,1 bedroom,entire_home,3 beds,1 bath,False,Tiny home in Shipshewana,41.72273,-85.48897,$136,136,https://a0.muscache.com/im/pictures/ef19cf41-8680-4267-abf4-adc13fa05afb.jpg?im_w=720,70
7,52458664,Cozy Cabin on Lake front with Hot tub & firepit,4.85,5 guests,2 bedrooms,entire_home,2 beds,1 bath,False,Cabin in Martinsville,39.50098,-86.50466,$318,318,https://a0.muscache.com/im/pictures/02c4ebc1-647f-4e2a-a8d2-685dff7a62fb.jpg?im_w=720,41
8,34577570,Artist's Cottage - Whole House with One Bedroom,4.93,2 guests,1 bedroom,entire_home,2 beds,1 bath,False,Home in Indianapolis,39.7906,-86.11916,$81,81,https://a0.muscache.com/im/pictures/259293d7-0db0-4f0b-82f2-8e3b343ce501.jpg?im_w=720,199
9,43379959,Modern Nashville Home in the Woods,5.0,4 guests,2 bedrooms,entire_home,3 beds,1 bath,False,Cabin in Nashville,39.22774,-86.27243,$283,283,https://a0.muscache.com/im/pictures/519512c0-0247-4c4b-ba47-fc47486b8200.jpg?im_w=720,183
10,35954616,The Cozy Nest - A Lakeside Retreat - with hot tub!,4.98,8 guests,3 bedrooms,entire_home,4 beds,1 bath,False,Cottage in Howe,41.73568,-85.36709,$184,184,https://a0.muscache.com/im/pictures/f087da0e-5181-463f-975c-4c903136d90f.jpg?im_w=720,302
11,51664395,Private Studio Apt w full kitchen & bath + hot tub,4.86,1 guest,1 bedroom,private_room,1 bed,1 private bath,False,Private room in Indianapolis,39.941097,-86.147491,$55,55,https://a0.muscache.com/im/pictures/miso/Hosting-51664395/original/0c48fbcb-5235-4597-b80a-0e7943801870.jpeg?im_w=720,7
12,50168959,"Suitest Suite 1

Beautiful and Cozy Space!",4.93,2 guests,1 bedroom,entire_home,1 bed,1 bath,False,Apartment in Indianapolis,39.68582,-86.14126,$76,76,https://a0.muscache.com/im/pictures/miso/Hosting-50168959/original/70ce7b37-15f8-4619-8c82-f9c590bc549b.jpeg?im_w=720,29
13,594371244323812001,Unique Little Lodge 1bedroom Tranquil & Standalone,5.0,3 guests,1 bedroom,entire_home,2 beds,1 bath,False,Home in Indianapolis,39.72448,-86.22779,$98,98,https://a0.muscache.com/im/pictures/96a9e3d7-e3f0-492f-bbd8-e93684162b5e.jpg?im_w=720,3
14,20982859,Historic Woodruff One Bedroom,4.97,2 guests,1 bedroom,private_room,1 bed,1.5 baths,False,Private room in Indianapolis,39.78139,-86.13086,$44,44,https://a0.muscache.com/im/pictures/3fa926b0-1ba6-4f6d-9698-ddcf52f55ef7.jpg?im_w=720,77
15,50877780,The Channel House @ Hoffman Lake,5.0,6 guests,2 bedrooms,entire_home,2 beds,2 baths,False,Cottage in Warsaw,41.27054,-85.99132,$139,139,https://a0.muscache.com/im/pictures/4114cc6d-b888-4c1a-9515-9c4cec465ddb.jpg?im_w=720,19
16,20818189,The Tiny Shed Glamping,4.97,3 guests,1 bedroom,entire_home,2 beds,1 bath,False,Tiny home in Fort Wayne,41.14648,-85.22945,$160,160,https://a0.muscache.com/im/pictures/miso/Hosting-20818189/original/6d72afcb-8f50-40c4-b5bb-8653f6a40ce4.jpeg?im_w=720,347
17,48764131,Off-Grid Adventure Fort!,5.0,4 guests,2 bedrooms,entire_home,2 beds,2 baths,False,Treehouse in Morgantown,39.35502,-86.26223,$232,232,https://a0.muscache.com/im/pictures/miso/Hosting-48764131/original/23a209c9-433c-4658-91f1-2a77b2cb4067.jpeg?im_w=720,46
18,25997549,A Quiet Kokomo Home,5.0,3 guests,1 bedroom,private_room,1 bed,1.5 shared baths,False,Private room in Kokomo,40.42955,-86.09783,$50,50,https://a0.muscache.com/im/pictures/bc7110a7-e2b4-4ae5-a8c8-d674cb0cbab3.jpg?im_w=720,83
19,19944165,Cabin on the Ridge,4.97,4 guests,2 bedrooms,entire_home,2 beds,2 baths,False,Cabin in Madison,38.848938,-85.221817,$197,197,https://a0.muscache.com/im/pictures/302d8006-e720-4f61-8358-38e26200417f.jpg?im_w=720,466
0,22307154,Little Cabin in the Woods - Great for Staycation!,4.97,2 guests,1 bedroom,entire_home,1 bed,1 bath,False,Cabin in Newton,41.74412,-92.97927,$134,134,https://a0.muscache.com/im/pictures/a043fac5-e194-413f-88c0-a35db166dd0c.jpg?im_w=720,189
1,23005178,Log Cabin In The Woods - Great for a Staycation!,4.99,8 guests,2 bedrooms,entire_home,5 beds,1 bath,False,Cabin in Newton,41.74487,-92.97878,$166,166,https://a0.muscache.com/im/pictures/3516934a-511c-4298-aadc-235924da5ea3.jpg?im_w=720,134
2,22696021,Timber Creek Cabin,4.9,4 guests,1 bedroom,entire_home,1 bed,1 bath,False,Cabin in Keosauqua,40.73941,-91.93845,$126,126,https://a0.muscache.com/im/pictures/3c1034b3-aaaf-414c-84f0-a671a2f78cc6.jpg?im_w=720,311
3,46161983,Luxury WATERFRONT CABIN -  River Access with Private Dock! Kayaks! Hot Tub! Games! Pet Friendly!,4.92,8 guests,2 bedrooms,entire_home,6 beds,2 baths,False,Cabin in North Liberty,41.76724,-91.5676,$419,419,https://a0.muscache.com/im/pictures/prohost-api/Hosting-46161983/original/efdb3609-a901-440a-b604-e36b26615d55.jpeg?im_w=720,85
4,45097812,Grinnell Heritage Tiny House - On Organic Farm,4.92,3 guests,Studio,entire_home,2 beds,1 bath,False,Farm stay in Grinnell,41.76,-92.71162,$87,87,https://a0.muscache.com/im/pictures/fdf72dee-2941-4654-b5ed-9b6bd3519b8f.jpg?im_w=720,12
5,22700981,River's Edge Cabin-Riverfront Acres/DISH/WiFi,4.89,6 guests,2 bedrooms,entire_home,3 beds,1 bath,False,Cabin in Keosauqua,40.74643,-91.98984,$127,127,https://a0.muscache.com/im/pictures/67323b4f-5c16-4cc1-b1f1-7adcbf8608d8.jpg?im_w=720,105
6,15408900,CR Station Train Caboose,4.85,4 guests,2 bedrooms,entire_home,3 beds,1 bath,False,Train in Decorah,43.34144,-91.71087,$159,159,https://a0.muscache.com/im/pictures/02574d4c-d6c2-4f74-b0ca-e76cf74e03d2.jpg?im_w=720,365
7,12114085,RED ROCK LAKE HOUSE - LOWER LEVEL APARTMENT,4.96,2 guests,1 bedroom,entire_home,1 bed,1 bath,False,Apartment in Otley,41.42998,-93.12766,$177,177,https://a0.muscache.com/im/pictures/d50bfa79-b19d-41d2-8d70-59c4e82d7887.jpg?im_w=720,313
8,11873428,The Underground,4.81,4 guests,2 bedrooms,entire_home,2 beds,1 bath,False,Apartment in State Center,42.01781,-93.16154,$73,73,https://a0.muscache.com/im/pictures/9f393b35-057f-495f-9b68-0e1d4694513f.jpg?im_w=720,97
9,23255340,Lake House /Cabin,4.94,8 guests,2 bedrooms,entire_home,6 beds,1 bath,False,Cabin in Eldora,42.36737,-93.0698,$95,95,https://a0.muscache.com/im/pictures/e8600ff3-efd1-47f7-b7a2-f8878eaec446.jpg?im_w=720,66
10,51580257,Unique 1 bedroom apartment with free parking,5.0,4 guests,1 bedroom,entire_home,1 bed,1 bath,False,Apartment in Melbourne,41.94558,-93.10147,$80,80,https://a0.muscache.com/im/pictures/dbfd0014-faa2-4ff6-8596-cfafbe149bc2.jpg?im_w=720,6
11,50373370,Wooded Glamping Experience - Saylor Creek Hideaway,4.95,5 guests,1 bedroom,entire_home,2 beds,1 bath,False,Tent in Des Moines,41.67268,-93.62716,$221,221,https://a0.muscache.com/im/pictures/prohost-api/Hosting-50373370/original/9ede6c37-19a4-4317-ada3-9432552995b2.jpeg?im_w=720,41
12,39036610,"Fancy Cottage near Drake, DMU, & Downtown",4.74,7 guests,2 bedrooms,entire_home,2 beds,1 bath,False,Home in Des Moines,41.60559,-93.65899,$67,67,https://a0.muscache.com/im/pictures/040299c4-dfad-4a00-8c03-9a274a092850.jpg?im_w=720,370
13,52511877,Whimsical cabin nestled in the woods,5.0,2 guests,1 bedroom,entire_home,1 bed,1.5 baths,False,Cabin in Winterset,41.31207,-93.94422,$184,184,https://a0.muscache.com/im/pictures/7d44333b-d58e-44ce-abe9-5d5cbe3c0e65.jpg?im_w=720,26
14,50642955,Beautiful Cabin on BISON Ranch~1 Bedroom+2 Lofts!,4.98,7 guests,1 bedroom,entire_home,5 beds,1 bath,False,Cabin in Malcom,41.7184,-92.52879,$153,153,https://a0.muscache.com/im/pictures/miso/Hosting-50642955/original/a6ec38a5-a8e9-4720-8c81-acc888d8f0b3.jpeg?im_w=720,61
15,12591304,South of Grand Delight! Greenwood/Ashworth Park,4.98,3 guests,Studio,private_room,2 beds,1 private bath,False,Private room in Des Moines,41.58045,-93.68496,$73,73,https://a0.muscache.com/im/pictures/9df047f4-bc08-401f-b8bb-2d67db6b9cea.jpg?im_w=720,491
16,53328749,Spacious bedroom for rent with  full house access.,5.0,2 guests,1 bedroom,private_room,,1.5 baths,False,Private room in West Des Moines,41.55319,-93.80202,$48,48,https://a0.muscache.com/im/pictures/miso/Hosting-53328749/original/ff67d47c-ba5a-43f7-939a-a4f31522d603.jpeg?im_w=720,7
17,45240004,The Riverbottom,4.96,4 guests,1 bedroom,entire_home,2 beds,1 bath,False,Tiny home in Bellevue,42.25197,-90.41919,$173,173,https://a0.muscache.com/im/pictures/4ea32078-e138-4ade-81ac-1c766dc837de.jpg?im_w=720,45
18,23599542,SUPER CLEAN 1 bedroom queen with private bath,4.98,2 guests,1 bedroom,private_room,1 bed,1 private bath,False,Private room in Des Moines,41.6054,-93.69936,$47,47,https://a0.muscache.com/im/pictures/miso/Hosting-23599542/original/7e56b5d4-333b-4886-b5b6-793b0594e68c.jpeg?im_w=720,112
19,53204614,Intimate 1br/1bath Remodeled A-frame,4.83,2 guests,1 bedroom,entire_home,1 bed,1 bath,False,Cabin in New York,41.81121,-92.44769,$95,95,https://a0.muscache.com/im/pictures/96de4f6f-6ec8-46a3-9e2f-85e02bc1a111.jpg?im_w=720,6
0,53624136,Cozy room in Strawberry Hill.,5.0,2 guests,1 bedroom,private_room,1 bed,2 shared baths,False,Private room in Kansas City,39.10951,-94.62699,$33,33,https://a0.muscache.com/im/pictures/59dd3cf4-d758-43b3-88a2-486d2c74e472.jpg?im_w=720,3
1,20705791,Near KU Med/St.Lukes(1)-Long Term Discount,4.69,2 guests,1 bedroom,private_room,1 bed,1.5 shared baths,False,Private room in Kansas City,39.05201,-94.6131,$41,41,https://a0.muscache.com/im/pictures/a665be21-c884-4779-ab96-ae1cdd4cce16.jpg?im_w=720,78
2,45102569,Cabin Bianchi,5.0,2 guests,Studio,entire_home,1 bed,1 bath,False,Cabin in Humboldt,37.82283,-95.42696,$118,118,https://a0.muscache.com/im/pictures/da511f2c-8197-46a5-8890-2e42017b054f.jpg?im_w=720,87
3,48694097,The Rock Creek Cabin,5.0,4 guests,2 bedrooms,entire_home,2 beds,2 baths,False,Cabin in Latham,37.52507,-96.65092,$99,99,https://a0.muscache.com/im/pictures/4c8343ce-bbe2-43bf-9dd4-7f661ea479ba.jpg?im_w=720,34
4,28740560,The Blue Door Cabin,4.98,5 guests,1 bedroom,entire_home,1 bed,1 bath,False,Cabin in Chanute,37.69584,-95.40926,$106,106,https://a0.muscache.com/im/pictures/a49426a5-5380-47c1-b0e6-3cb340c9f40f.jpg?im_w=720,313
5,52969401,Shalom in the Home 4,4.94,2 guests,1 bedroom,private_room,2 beds,2 shared baths,False,Private room in Wichita,37.70032,-97.2708,$30,30,https://a0.muscache.com/im/pictures/6ed8e630-fc1c-4922-96a9-786de81c794e.jpg?im_w=720,16
6,39606051,Cozy Cottage,4.7,6 guests,2 bedrooms,entire_home,3 beds,1 bath,False,Cottage in Lucas,39.05941,-98.54177,$54,54,https://a0.muscache.com/im/pictures/dbaf0b97-0205-4073-89dc-edbf82025cea.jpg?im_w=720,273
7,15885321,Beautiful home in Riverside,4.94,1 guest,1 bedroom,private_room,1 bed,1 private bath,False,Private room in Wichita,37.70395,-97.3499,$47,47,https://a0.muscache.com/im/pictures/f786ca88-4de9-402f-9ed3-328b26da51b2.jpg?im_w=720,532
8,43490242,Clean Queen in B&B⁂ Historic Home Near Aggieville,4.94,2 guests,1 bedroom,private_room,1 bed,1.5 shared baths,False,Private room in Manhattan,39.18739,-96.56529,$46,46,https://a0.muscache.com/im/pictures/111ba35e-9862-4b6a-ba36-5092b7e09a3c.jpg?im_w=720,90
9,23370554,++PERFECT HOME AWAY FROM HOME - #4++,4.91,2 guests,1 bedroom,entire_home,1 bed,1 bath,False,Apartment in Manhattan,39.18414,-96.57229,$72,72,https://a0.muscache.com/im/pictures/0776f31d-94bd-45a8-96bb-8e19867bc547.jpg?im_w=720,159
10,544470282885177273,Comfy quiet 1 bedroom! With shared living spaces!,4.91,2 guests,1 bedroom,private_room,1 bed,2 shared baths,False,Private room in Hays,38.87547,-99.30121,$40,40,https://a0.muscache.com/im/pictures/4b0d0313-e302-40d0-9d2e-0ecfadb1c7d8.jpg?im_w=720,11
11,8104363,Marvin Gardens Private Basement Apartment,4.96,4 guests,1 bedroom,entire_home,2 beds,1 bath,False,Guest suite in Emporia,38.41475,-96.17432,$60,60,https://a0.muscache.com/im/pictures/miso/Hosting-8104363/original/035a42db-c4dd-4d92-95f7-642a3c1a1c77.jpeg?im_w=720,69
12,20095583,"Abilene Lake Cabin, Excellent Reviews!On the water",4.95,4 guests,Studio,entire_home,2 beds,1 bath,False,Cabin in Abilene,38.91507,-97.28078,$121,121,https://a0.muscache.com/im/pictures/af68727e-41d3-4231-a122-6df193399771.jpg?im_w=720,347
13,24412163,Your Own Private Bedroom and Bathroom..,4.86,2 guests,1 bedroom,private_room,1 bed,1 private bath,False,Private room in Shawnee,39.0022,-94.72149,$46,46,https://a0.muscache.com/im/pictures/6ce21d64-5b41-4cb3-934f-ee94f6256a49.jpg?im_w=720,114
14,47404109,Green cabin near Wilson State Lake *Dog friendly,4.9,3 guests,1 bedroom,entire_home,4 beds,1 bath,False,Tiny home in Lucas,39.05848,-98.52961,$71,71,https://a0.muscache.com/im/pictures/7e3bd9c7-a091-4cb2-991f-c004d831c68b.jpg?im_w=720,94
15,27537204,Kathy's Kottage (mini carriage)   hot tub/fire pit,4.98,4 guests,1 bedroom,entire_home,2 beds,1 bath,False,Tiny home in Tonganoxie,39.12346,-95.0953,$106,106,https://a0.muscache.com/im/pictures/0bd60399-666c-4499-b746-e25a29a80338.jpg?im_w=720,183
16,19050780,Woodland: The Cabins at Rocky Pond,4.93,4 guests,Studio,entire_home,4 beds,1 bath,False,Tiny home in Belleville,39.82942,-97.62191,$61,61,https://a0.muscache.com/im/pictures/3d371f6e-c68d-4ce6-925f-8f698a471c84.jpg?im_w=720,314
17,43900161,The Santa Fe Boxcar,4.95,5 guests,1 bedroom,entire_home,3 beds,1 bath,False,Train in Hutchinson,37.91114,-97.89489,$98,98,https://a0.muscache.com/im/pictures/2195cbf8-4131-4e7e-af46-23cfa9dcd587.jpg?im_w=720,244
18,39106530,Private Chase County Cabin on Middle Creek!,4.99,4 guests,1 bedroom,entire_home,4 beds,1 bath,False,Cabin in Elmdale,38.3744,-96.65095,$229,229,https://a0.muscache.com/im/pictures/prohost-api/Hosting-39106530/original/7b286940-3aa3-420c-9ead-4c23e89affa1.jpeg?im_w=720,77
19,39028827,Charming Fort Larned Cottage East Duplex,4.93,2 guests,1 bedroom,entire_home,1 bed,1 bath,False,Home in Larned,38.17853,-99.10877,$56,56,https://a0.muscache.com/im/pictures/cb8a8e64-e949-436d-95ba-e51466e0caf3.jpg?im_w=720,14
0,52535501,"Cozy private room, only 1 mile from downtown!",4.98,2 guests,1 bedroom,private_room,1 bed,1 shared bath,False,Private room in Lexington,38.04057,-84.46594,$34,34,https://a0.muscache.com/im/pictures/11f8b328-0010-400d-b496-3c4131972a27.jpg?im_w=720,46
1,29905336,High Rock Cabin RRG-Hot Tub! No cleaning/pet fees!,4.69,2 guests,1 bedroom,entire_home,1 bed,1 bath,False,Cabin in Stanton,37.81738,-83.70929,$168,168,https://a0.muscache.com/im/pictures/0cb3a17f-5dc2-4912-9566-5f1d9e977774.jpg?im_w=720,314
2,628020828713040765,Corner Pocket #2 - Fun in the Heart of Lexington,,2 guests,1 bedroom,entire_home,1 bed,1 bath,True,Apartment in Lexington,38.00901,-84.47219,$87,87,https://a0.muscache.com/im/pictures/3909fffe-5dac-435b-a3b6-0deff974fdb2.jpg?im_w=720,0
3,21578667,#7- Downtown Condo by Rupp Arena and Conv. Center,4.77,4 guests,1 bedroom,entire_home,2 beds,1 bath,False,Condo in Lexington,38.04628,-84.50203,$62,62,https://a0.muscache.com/im/pictures/02eec608-43c6-45d9-be9f-29411ae14588.jpg?im_w=720,183
4,48993328,"Lets Get CozyRRG, hot tub, wifi, no clean/pet fee!",4.85,2 guests,1 bedroom,entire_home,1 bed,1 bath,False,Cabin in Powell County,37.78817,-83.70288,$194,194,https://a0.muscache.com/im/pictures/4088924a-0fd7-4c3e-aecb-96c77ecaf7c8.jpg?im_w=720,87
5,49808608,Cottage with garden and parking near U.K.,5.0,2 guests,Studio,entire_home,1 bed,1 bath,False,Guesthouse in Lexington,38.02252,-84.49864,$102,102,https://a0.muscache.com/im/pictures/37282d49-e981-474c-b1cc-f87d57914dbc.jpg?im_w=720,4
6,53774921,The Walton House #3 - clean & cozy 1 bedroom,4.8,3 guests,1 bedroom,entire_home,2 beds,1 bath,False,Apartment in Lexington,38.03791,-84.48397,$83,83,https://a0.muscache.com/im/pictures/miso/Hosting-53774921/original/1eed59a3-9924-45c4-8c9a-efc2e5b8b559.jpeg?im_w=720,15
7,36512774,Sleep Easy Studio- Private Suite- Long/Short Stays,4.96,2 guests,1 bedroom,private_room,1 bed,1 private bath,False,Private room in Louisville,38.20756,-85.7821,$52,52,https://a0.muscache.com/im/pictures/f56c6334-6574-48d0-8d99-0fc4ca552d20.jpg?im_w=720,73
8,21619419,Cozy Cottage,4.9,2 guests,1 bedroom,entire_home,1 bed,1 bath,False,Guesthouse in Winchester,37.98851,-84.16586,$61,61,https://a0.muscache.com/im/pictures/054f4dc8-d31f-46ff-ba96-614c2fa7bb40.jpg?im_w=720,436
9,19316271,For 2 private no cleaning fee Discounts  up to 13%,4.94,2 guests,1 bedroom,private_room,1 bed,1 shared bath,False,Private room in Lexington,38.02925,-84.53193,$47,47,https://a0.muscache.com/im/pictures/5edf1baa-990f-46f9-8cfe-8f54e857aa02.jpg?im_w=720,189
